part,model,optimization,opt_arm_id,opt_is_reference,opt_input_size,opt_n_slices,opt_augmentation,tumor_context_mode,roi_only_background_value,AUC,DeLong_CI_lower,DeLong_CI_upper,AUC_with_DeLong_95CI,Jackknife_CI_lower,Jackknife_CI_upper,AUC_with_Jackknife_95CI,Jackknife_min_AUC,Jackknife_max_AUC,Bootstrap_CI_lower,Bootstrap_CI_upper,AUC_with_Bootstrap_95CI,Bootstrap_repeats,Brier_score,n_test_patients,OOF_threshold,OOF_accuracy,OOF_balanced_accuracy,OOF_sensitivity,OOF_specificity,OOF_F1_score,OOF_MCC,OOF_YOUDEN,OOF_threshold_source,INSAMPLE_threshold,INSAMPLE_accuracy,INSAMPLE_balanced_accuracy,INSAMPLE_sensitivity,INSAMPLE_specificity,INSAMPLE_F1_score,INSAMPLE_MCC,INSAMPLE_YOUDEN,INSAMPLE_threshold_source,toprisk_percent,toprisk_threshold,toprisk_accuracy,toprisk_balanced_accuracy,toprisk_sensitivity,toprisk_specificity,toprisk_F1_score,toprisk_MCC,toprisk_threshold_source,DeLong_CI_method,Jackknife_CI_method,Bootstrap_CI_method
3_efficient_ml,radimagenet_resnet10t__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.845878136200717,0.6691569731336989,1.0,0.846 (0.669–1.000),0.6619912750322744,1.0,0.846 (0.662–1.000),0.8306451612903225,0.9274193548387097,0.6559139784946236,0.9820788530465949,0.846 (0.656–0.982),2000,0.13145605777612607,40,0.19327434090969212,0.85,0.8637992831541219,0.8888888888888888,0.8387096774193549,0.7272727272727273,0.6486947424124406,0.7275985663082438,development pooled OOF Youden threshold applied unchanged to holdout,0.04001500650540121,0.7,0.7670250896057347,0.8888888888888888,0.6451612903225806,0.5714285714285714,0.4465784056997895,0.5340501792114694,full-development in-sample Youden threshold applied to holdout,25.0,0.6563358737807161,0.875,0.8405017921146953,0.7777777777777778,0.9032258064516129,0.7368421052631579,0.6567360733292693,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,radimagenet_resnet50|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.7347670250896058,0.5442687989018835,0.9252652512773281,0.735 (0.544–0.925),0.5374063846028065,0.932127665576405,0.735 (0.537–0.932),0.7056451612903226,0.8064516129032258,0.5483870967741935,0.9068100358422938,0.735 (0.548–0.907),2000,0.20866992705973453,40,0.47788430750370026,0.7,0.7275985663082437,0.7777777777777778,0.6774193548387096,0.5384615384615384,0.3845149594909968,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.5239700078964233,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,radimagenet_resnet50|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.7275985663082437,0.5317482609078794,0.9234488717086082,0.728 (0.532–0.923),0.5242627595103514,0.930934373106136,0.728 (0.524–0.931),0.6975806451612904,0.782258064516129,0.5197132616487455,0.8997311827956985,0.728 (0.520–0.900),2000,0.22801645882529273,40,0.4289652705192566,0.575,0.6469534050179211,0.7777777777777778,0.5161290322580645,0.45161290322580644,0.24669716448921308,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.6764705777168274,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_inceptionv3__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.7132616487455197,0.4617474591082555,0.9647758383827838,0.713 (0.462–0.965),0.4503793126622976,0.9761439848287418,0.713 (0.450–0.976),0.6774193548387097,0.7782258064516129,0.4587813620071684,0.931899641577061,0.713 (0.459–0.932),2000,0.23676890362355207,40,0.5192149396100834,0.625,0.6397849462365591,0.6666666666666666,0.6129032258064516,0.4444444444444444,0.23466315646534902,0.27956989247311825,development pooled OOF Youden threshold applied unchanged to holdout,0.5167285543543852,0.625,0.6397849462365591,0.6666666666666666,0.6129032258064516,0.4444444444444444,0.23466315646534902,0.27956989247311825,full-development in-sample Youden threshold applied to holdout,25.0,0.551116460071971,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet50__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.7096774193548387,0.5076176864931926,0.9117371522164847,0.710 (0.508–0.912),0.49990997676082327,0.9194448619488542,0.710 (0.500–0.919),0.6733870967741935,0.782258064516129,0.5088709677419356,0.8960573476702508,0.710 (0.509–0.896),2000,0.23335828029592004,40,0.47922098381678624,0.65,0.6953405017921147,0.7777777777777778,0.6129032258064516,0.5,0.3266915853776984,0.3906810035842294,development pooled OOF Youden threshold applied unchanged to holdout,0.5123881763999036,0.7,0.7275985663082437,0.7777777777777778,0.6774193548387096,0.5384615384615384,0.3845149594909968,0.4551971326164874,full-development in-sample Youden threshold applied to holdout,25.0,0.6356965691199785,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,radimagenet_densenet121|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6845878136200717,0.4427141620682056,0.9264614651719378,0.685 (0.443–0.926),0.43215407385093146,0.9370215533892119,0.685 (0.432–0.937),0.6451612903225806,0.75,0.43727598566308246,0.9032258064516129,0.685 (0.437–0.903),2000,0.21171985884487352,40,0.5579386353492737,0.775,0.7365591397849462,0.6666666666666666,0.8064516129032258,0.5714285714285714,0.4311239909182913,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.6437613368034363,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet50__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6774193548387097,0.4731310550421612,0.8817076546352582,0.677 (0.473–0.882),0.46569918657587794,0.8891395231015415,0.677 (0.466–0.889),0.6370967741935484,0.75,0.4731182795698925,0.8637992831541218,0.677 (0.473–0.864),2000,0.30083143881266267,40,0.9548778186937386,0.675,0.553763440860215,0.3333333333333333,0.7741935483870968,0.3157894736842105,0.10369516947304253,0.10752688172043001,development pooled OOF Youden threshold applied unchanged to holdout,0.3156050891970684,0.65,0.6559139784946236,0.6666666666666666,0.6451612903225806,0.46153846153846156,0.2634078856355647,0.31182795698924726,full-development in-sample Youden threshold applied to holdout,25.0,0.9604539928647478,0.675,0.553763440860215,0.3333333333333333,0.7741935483870968,0.3157894736842105,0.10369516947304253,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_resnet50|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6702508960573477,0.419212971137566,0.921288820977129,0.670 (0.419–0.921),0.40812401109382973,0.9323777810208655,0.670 (0.408–0.932),0.6290322580645161,0.7459677419354839,0.4121863799283154,0.8996415770609318,0.670 (0.412–0.900),2000,0.19605860833590089,40,0.46982109546661377,0.725,0.7043010752688172,0.6666666666666666,0.7419354838709677,0.5217391304347826,0.35772727794810427,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.636234700679779,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_densenet121__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6702508960573477,0.4257055727208547,0.9147962193938406,0.670 (0.426–0.915),0.41515917250244183,0.9253426196122535,0.670 (0.415–0.925),0.6290322580645161,0.7540322580645161,0.42652329749103945,0.8853046594982079,0.670 (0.427–0.885),2000,0.2858407144339994,40,0.024103024572598296,0.3,0.5089605734767024,0.8888888888888888,0.12903225806451613,0.36363636363636365,0.022628141110071023,0.017921146953404854,development pooled OOF Youden threshold applied unchanged to holdout,0.5602304278699544,0.625,0.6003584229390682,0.5555555555555556,0.6451612903225806,0.4,0.1710883008582455,0.20071684587813632,full-development in-sample Youden threshold applied to holdout,25.0,0.8656364041675821,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet18__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6666666666666666,0.46254955118097135,0.8707837821523619,0.667 (0.463–0.871),0.4554650264155799,0.8778683069177533,0.667 (0.455–0.878),0.6290322580645161,0.7379032258064516,0.4516129032258065,0.8602150537634409,0.667 (0.452–0.860),2000,0.3069697908705458,40,0.49718195756049777,0.6,0.6236559139784946,0.6666666666666666,0.5806451612903226,0.42857142857142855,0.20680476505560724,0.24731182795698925,development pooled OOF Youden threshold applied unchanged to holdout,0.34337723436760037,0.575,0.6469534050179211,0.7777777777777778,0.5161290322580645,0.45161290322580644,0.24669716448921308,0.2939068100358422,full-development in-sample Youden threshold applied to holdout,25.0,0.9316299280759208,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet10t__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6523297491039427,0.35754775126343125,0.9471117469444541,0.652 (0.358–0.947),0.34394994912396526,0.9607095490839201,0.652 (0.344–0.961),0.6129032258064516,0.7338709677419355,0.3583333333333335,0.9140681003584225,0.652 (0.358–0.914),2000,0.24703845523037787,40,0.6066927018887827,0.8,0.7526881720430108,0.6666666666666666,0.8387096774193549,0.6,0.4726304186039512,0.5053763440860215,development pooled OOF Youden threshold applied unchanged to holdout,0.5381073999292837,0.7,0.6881720430107527,0.6666666666666666,0.7096774193548387,0.5,0.32461722703211776,0.3763440860215055,full-development in-sample Youden threshold applied to holdout,25.0,0.6414523412776376,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_resnet50|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6415770609318997,0.38790885906463407,0.8952452627991652,0.642 (0.388–0.895),0.3766739069868388,0.9064802148769606,0.642 (0.377–0.906),0.596774193548387,0.7137096774193549,0.3977598566308245,0.8746415770609315,0.642 (0.398–0.875),2000,0.22757779778039683,40,0.522758275270462,0.675,0.6326164874551972,0.5555555555555556,0.7096774193548387,0.43478260869565216,0.23220893480841856,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.6098164916038513,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_resnet18|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6200716845878136,0.36640672517041767,0.8737366440052095,0.620 (0.366–0.874),0.3552590873164572,0.88488428185917,0.620 (0.355–0.885),0.5725806451612903,0.689516129032258,0.37275985663082434,0.8567204301075264,0.620 (0.373–0.857),2000,0.25982556926163414,40,0.6504710912704468,0.675,0.5931899641577061,0.4444444444444444,0.7419354838709677,0.38095238095238093,0.16983672369508446,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.7055467367172241,0.725,0.6254480286738351,0.4444444444444444,0.8064516129032258,0.42105263157894735,0.24195539543709924,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet10t__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6200716845878136,0.33665711299582657,0.9034862561798008,0.620 (0.337–0.903),0.3238424687712458,0.9163009004043814,0.620 (0.324–0.916),0.5766129032258064,0.6975806451612904,0.3476702508960573,0.8817204301075269,0.620 (0.348–0.882),2000,0.3025584026777815,40,6.437356710487023e-05,0.225,0.4605734767025089,0.8888888888888888,0.03225806451612903,0.3404255319148936,-0.15108236796222702,-0.07885304659498216,development pooled OOF Youden threshold applied unchanged to holdout,0.03809363209604931,0.375,0.478494623655914,0.6666666666666666,0.2903225806451613,0.32432432432432434,-0.03919309008348103,-0.043010752688172005,full-development in-sample Youden threshold applied to holdout,25.0,0.9648434149309838,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_inceptionv3__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6164874551971327,0.3156487668800576,0.9173261435142075,0.616 (0.316–0.917),0.3016284026500736,0.9313465077441917,0.616 (0.302–0.931),0.5685483870967742,0.6935483870967742,0.31541218637992835,0.9032258064516128,0.616 (0.315–0.903),2000,0.4257035508393606,40,0.8964472436402855,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,0.39426523297491034,development pooled OOF Youden threshold applied unchanged to holdout,0.7360828046459409,0.6,0.5842293906810037,0.5555555555555556,0.6129032258064516,0.38461538461538464,0.14230081178013268,0.16845878136200731,full-development in-sample Youden threshold applied to holdout,25.0,0.8967533483923011,0.775,0.6971326164874552,0.5555555555555556,0.8387096774193549,0.5263157894736842,0.38021562140115595,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
