part,model,optimization,opt_arm_id,opt_is_reference,opt_input_size,opt_n_slices,opt_augmentation,tumor_context_mode,roi_only_background_value,AUC,DeLong_CI_lower,DeLong_CI_upper,AUC_with_DeLong_95CI,Jackknife_CI_lower,Jackknife_CI_upper,AUC_with_Jackknife_95CI,Jackknife_min_AUC,Jackknife_max_AUC,Bootstrap_CI_lower,Bootstrap_CI_upper,AUC_with_Bootstrap_95CI,Bootstrap_repeats,Brier_score,n_test_patients,OOF_threshold,OOF_accuracy,OOF_balanced_accuracy,OOF_sensitivity,OOF_specificity,OOF_F1_score,OOF_MCC,OOF_YOUDEN,OOF_threshold_source,INSAMPLE_threshold,INSAMPLE_accuracy,INSAMPLE_balanced_accuracy,INSAMPLE_sensitivity,INSAMPLE_specificity,INSAMPLE_F1_score,INSAMPLE_MCC,INSAMPLE_YOUDEN,INSAMPLE_threshold_source,toprisk_percent,toprisk_threshold,toprisk_accuracy,toprisk_balanced_accuracy,toprisk_sensitivity,toprisk_specificity,toprisk_F1_score,toprisk_MCC,toprisk_threshold_source,DeLong_CI_method,Jackknife_CI_method,Bootstrap_CI_method
4_cnn_finetuned,radimagenet_resnet10t|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.8355555555555555,0.6349198299046355,1.0,0.836 (0.635–1.000),0.6266388982310871,1.0,0.836 (0.627–1.000),0.8150000000000001,0.9299999999999999,0.6177777777777778,0.9822222222222222,0.836 (0.618–0.982),2000,0.2212096382860502,34,0.5178820788860321,0.8529411764705882,0.7577777777777778,0.5555555555555556,0.96,0.6666666666666666,0.5966396198534221,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5104254484176636,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_inceptionv3__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6,0.3703820182872438,0.8296179817127564,0.600 (0.370–0.830),0.3626602769782136,0.8373397230217863,0.600 (0.363–0.837),0.55,0.63,0.3776666666666668,0.8134444444444439,0.600 (0.378–0.813),2000,0.3187140379654204,34,0.6442487539790585,0.5,0.5177777777777778,0.5555555555555556,0.48,0.37037037037037035,0.03142696805273545,0.03555555555555556,development pooled OOF Youden threshold applied unchanged to holdout,0.4021456335746446,0.5,0.66,1.0,0.32,0.5142857142857142,0.3328201177351375,0.32000000000000006,full-development in-sample Youden threshold applied to holdout,25.0,0.786340287378942,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet50__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5955555555555556,0.3290516994726542,0.862059411638457,0.596 (0.329–0.862),0.3181056916294592,0.8730054194816521,0.596 (0.318–0.873),0.55,0.6649999999999999,0.34211111111111125,0.8488888888888889,0.596 (0.342–0.849),2000,0.24268287230805516,34,0.42267259366646415,0.4117647058823529,0.4933333333333333,0.6666666666666666,0.32,0.375,-0.01257389226923863,-0.01333333333333342,development pooled OOF Youden threshold applied unchanged to holdout,0.5332786941945382,0.6470588235294118,0.6177777777777778,0.5555555555555556,0.68,0.45454545454545453,0.21384706154297686,0.23555555555555552,full-development in-sample Youden threshold applied to holdout,25.0,0.5691313909265173,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,radimagenet_resnet18|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.5911111111111111,0.3360770363130915,0.8461451859091308,0.591 (0.336–0.846),0.32576157064145594,0.8564606515807663,0.591 (0.326–0.856),0.5399999999999999,0.665,0.35111111111111115,0.8266666666666665,0.591 (0.351–0.827),2000,0.2116329736829965,34,0.5297308936715126,0.7352941176470589,0.6066666666666667,0.3333333333333333,0.88,0.4,0.24688535993934704,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.49927186965942383,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet18__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5866666666666667,0.3268426858255356,0.8464906475077978,0.587 (0.327–0.846),0.3164751918294936,0.8568581415038398,0.587 (0.316–0.857),0.535,0.66,0.3288888888888889,0.8266666666666667,0.587 (0.329–0.827),2000,0.3664463643058756,34,0.959062414138982,0.7352941176470589,0.6066666666666667,0.3333333333333333,0.88,0.4,0.24688535993934704,0.21333333333333337,development pooled OOF Youden threshold applied unchanged to holdout,0.8370799317438326,0.7352941176470589,0.6777777777777778,0.5555555555555556,0.8,0.5263157894736842,0.34426518632954817,0.3555555555555556,full-development in-sample Youden threshold applied to holdout,25.0,0.8766289668602478,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_densenet121|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.5777777777777777,0.32276849847588385,0.8327870570796718,0.578 (0.323–0.833),0.3126779608655469,0.8428775946900086,0.578 (0.313–0.843),0.525,0.645,0.3288888888888889,0.8088888888888889,0.578 (0.329–0.809),2000,0.23269829008072765,34,0.5623216181993484,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.5749229788780212,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,radimagenet_resnet18|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.5777777777777777,0.30322155342349655,0.8523340021320591,0.578 (0.303–0.852),0.29166239394072285,0.8638931616148326,0.578 (0.292–0.864),0.525,0.65,0.3244444444444444,0.8355555555555555,0.578 (0.324–0.836),2000,0.2036407147374085,34,0.647609144449234,0.7941176470588235,0.6111111111111112,0.2222222222222222,1.0,0.36363636363636365,0.4166666666666667,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.47745776176452637,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet18__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5644444444444444,0.2914356786420001,0.8374532102468888,0.564 (0.291–0.837),0.28001613559631944,0.8488727532925694,0.564 (0.280–0.849),0.51,0.635,0.29333333333333333,0.8177777777777777,0.564 (0.293–0.818),2000,0.24425527789534626,34,0.3979555389202366,0.47058823529411764,0.5333333333333333,0.6666666666666666,0.4,0.4,0.06052275326688024,0.06666666666666665,development pooled OOF Youden threshold applied unchanged to holdout,0.548731984163978,0.6764705882352942,0.6022222222222222,0.4444444444444444,0.76,0.42105263157894735,0.1979524821394902,0.20444444444444443,full-development in-sample Youden threshold applied to holdout,25.0,0.563420997219925,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet50__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5555555555555556,0.32657184078178003,0.7845392703293311,0.556 (0.327–0.785),0.31893991620768636,0.7921711949034248,0.556 (0.319–0.792),0.52,0.62,0.3333333333333333,0.7733333333333333,0.556 (0.333–0.773),2000,0.32698452888934376,34,0.7358688657846806,0.6470588235294118,0.5822222222222222,0.4444444444444444,0.72,0.4,0.1550780046539431,0.1644444444444444,development pooled OOF Youden threshold applied unchanged to holdout,0.4477401391802772,0.5882352941176471,0.5777777777777777,0.5555555555555556,0.6,0.4166666666666667,0.1382147381437882,0.15555555555555545,full-development in-sample Youden threshold applied to holdout,25.0,0.7853768204030146,0.5882352941176471,0.4711111111111111,0.2222222222222222,0.72,0.2222222222222222,-0.057777777777777775,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_densenet121__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5333333333333332,0.2865401346858762,0.7801265319807906,0.533 (0.287–0.780),0.2772139916061393,0.7894526750605271,0.533 (0.277–0.789),0.48,0.6,0.3021111111111113,0.7733333333333333,0.533 (0.302–0.773),2000,0.24419774363308666,34,0.5115998387685154,0.5294117647058824,0.4666666666666667,0.3333333333333333,0.6,0.2727272727272727,-0.06052275326688024,-0.06666666666666665,development pooled OOF Youden threshold applied unchanged to holdout,0.5230689359267772,0.5588235294117647,0.4866666666666667,0.3333333333333333,0.64,0.2857142857142857,-0.024618298195866545,-0.026666666666666616,full-development in-sample Youden threshold applied to holdout,25.0,0.5503110173659566,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_densenet121__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.52,0.2680340784693524,0.7719659215306476,0.520 (0.268–0.772),0.25830991901612677,0.7816900809838733,0.520 (0.258–0.782),0.47,0.575,0.27555555555555555,0.7688888888888888,0.520 (0.276–0.769),2000,0.3153623881704151,34,1.2652224945569346e-07,0.29411764705882354,0.52,1.0,0.04,0.42857142857142855,0.1044465935734187,0.040000000000000036,development pooled OOF Youden threshold applied unchanged to holdout,0.6730940032197854,0.5882352941176471,0.5066666666666667,0.3333333333333333,0.68,0.3,0.01257389226923863,0.01333333333333342,full-development in-sample Youden threshold applied to holdout,25.0,0.7832543787379128,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,choi_idh__keep__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.4311111111111111,0.19669641350089206,0.6655258087213302,0.431 (0.197–0.666),0.18837115329471313,0.6738510689275091,0.431 (0.188–0.674),0.36,0.48,0.2221111111111113,0.6711111111111111,0.431 (0.222–0.671),2000,0.2671347687051357,34,0.4352783562522744,0.4117647058823529,0.4933333333333333,0.6666666666666666,0.32,0.375,-0.01257389226923863,-0.01333333333333342,development pooled OOF Youden threshold applied unchanged to holdout,0.3939099708357734,0.35294117647058826,0.4533333333333333,0.6666666666666666,0.24,0.35294117647058826,-0.09333333333333334,-0.09333333333333338,full-development in-sample Youden threshold applied to holdout,25.0,0.5741710239877467,0.5882352941176471,0.4711111111111111,0.2222222222222222,0.72,0.2222222222222222,-0.057777777777777775,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,choi_idh__keep__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.38666666666666666,0.163274218205456,0.6100591151278774,0.387 (0.163–0.610),0.15577037578063985,0.6175629575526935,0.387 (0.156–0.618),0.315,0.43,0.18666666666666665,0.6222222222222222,0.387 (0.187–0.622),2000,0.5150895482842218,34,0.00028055228346266024,0.35294117647058826,0.4533333333333333,0.6666666666666666,0.24,0.35294117647058826,-0.09333333333333334,-0.09333333333333338,development pooled OOF Youden threshold applied unchanged to holdout,0.9686628875927747,0.47058823529411764,0.39111111111111113,0.2222222222222222,0.56,0.18181818181818182,-0.19770766067180878,-0.21777777777777774,full-development in-sample Youden threshold applied to holdout,25.0,0.9917428864168514,0.5294117647058824,0.39555555555555555,0.1111111111111111,0.68,0.1111111111111111,-0.2088888888888889,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
