part,model,optimization,opt_arm_id,opt_is_reference,opt_input_size,opt_n_slices,opt_augmentation,tumor_context_mode,roi_only_background_value,AUC,DeLong_CI_lower,DeLong_CI_upper,AUC_with_DeLong_95CI,Jackknife_CI_lower,Jackknife_CI_upper,AUC_with_Jackknife_95CI,Jackknife_min_AUC,Jackknife_max_AUC,Bootstrap_CI_lower,Bootstrap_CI_upper,AUC_with_Bootstrap_95CI,Bootstrap_repeats,Brier_score,n_test_patients,OOF_threshold,OOF_accuracy,OOF_balanced_accuracy,OOF_sensitivity,OOF_specificity,OOF_F1_score,OOF_MCC,OOF_YOUDEN,OOF_threshold_source,INSAMPLE_threshold,INSAMPLE_accuracy,INSAMPLE_balanced_accuracy,INSAMPLE_sensitivity,INSAMPLE_specificity,INSAMPLE_F1_score,INSAMPLE_MCC,INSAMPLE_YOUDEN,INSAMPLE_threshold_source,toprisk_percent,toprisk_threshold,toprisk_accuracy,toprisk_balanced_accuracy,toprisk_sensitivity,toprisk_specificity,toprisk_F1_score,toprisk_MCC,toprisk_threshold_source,DeLong_CI_method,Jackknife_CI_method,Bootstrap_CI_method
4_cnn_finetuned,radimagenet_resnet10t|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.8355555555555555,0.6349198299046355,1.0,0.836 (0.635–1.000),0.6266388982310871,1.0,0.836 (0.627–1.000),0.8150000000000001,0.9299999999999999,0.6177777777777778,0.9822222222222222,0.836 (0.618–0.982),2000,0.2212096382860502,34,0.5178820788860321,0.8529411764705882,0.7577777777777778,0.5555555555555556,0.96,0.6666666666666666,0.5966396198534221,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5104254484176636,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_resnet50|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6977777777777778,0.44542316483806654,0.9501323907174889,0.698 (0.445–0.950),0.43494344641577604,0.9606121091397797,0.698 (0.435–0.961),0.665,0.78,0.43999999999999995,0.9244444444444445,0.698 (0.440–0.924),2000,0.17354515214059116,34,0.5124801099300385,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5459893941879272,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet18__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6888888888888889,0.4662194181700079,0.9115583596077697,0.689 (0.466–0.912),0.4578381487883276,0.9199396289894501,0.689 (0.458–0.920),0.65,0.735,0.4577777777777778,0.888888888888889,0.689 (0.458–0.889),2000,0.20517718034929416,34,0.21405474122119417,0.5,0.5888888888888889,0.7777777777777778,0.4,0.45161290322580644,0.16412198797244365,0.1777777777777778,development pooled OOF Youden threshold applied unchanged to holdout,0.5052107012307863,0.7352941176470589,0.6422222222222222,0.4444444444444444,0.84,0.47058823529411764,0.29584010465345556,0.2844444444444445,full-development in-sample Youden threshold applied to holdout,25.0,0.5004555415558366,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet18__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6799999999999999,0.44818938814911663,0.9118106118508835,0.680 (0.448–0.912),0.43904914871050105,0.9209508512894988,0.680 (0.439–0.921),0.64,0.74,0.45333333333333337,0.888888888888889,0.680 (0.453–0.889),2000,0.2149683279499958,34,0.5198344560134578,0.6470588235294118,0.5822222222222222,0.4444444444444444,0.72,0.4,0.1550780046539431,0.1644444444444444,development pooled OOF Youden threshold applied unchanged to holdout,0.3931074705176667,0.5,0.5533333333333333,0.6666666666666666,0.44,0.41379310344827586,0.09561828874675149,0.10666666666666669,full-development in-sample Youden threshold applied to holdout,25.0,0.5742297694963893,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_resnet18|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6755555555555556,0.43828538820658114,0.91282572290453,0.676 (0.438–0.913),0.4288857417726084,0.9222253693385027,0.676 (0.429–0.922),0.635,0.7249999999999999,0.4310000000000002,0.8756666666666661,0.676 (0.431–0.876),2000,0.17891611082251008,34,0.45670992136001587,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5751996636390686,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet10t__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6711111111111111,0.4025156063814406,0.9397066158407816,0.671 (0.403–0.940),0.3912755472906444,0.9509466749315778,0.671 (0.391–0.951),0.635,0.7549999999999999,0.4,0.9066666666666666,0.671 (0.400–0.907),2000,0.24816370696825593,34,0.29626026247045933,0.20588235294117646,0.3888888888888889,0.7777777777777778,0.0,0.34146341463414637,-0.4166666666666667,-0.2222222222222222,development pooled OOF Youden threshold applied unchanged to holdout,0.5847238467929443,0.7058823529411765,0.6577777777777778,0.5555555555555556,0.76,0.5,0.29758211703864756,0.3155555555555556,full-development in-sample Youden threshold applied to holdout,25.0,0.6403580582537454,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_resnet18|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6622222222222223,0.41021865919224393,0.9142257852522007,0.662 (0.410–0.914),0.3997549502179634,0.9246894942264812,0.662 (0.400–0.925),0.62,0.73,0.40444444444444444,0.8844444444444444,0.662 (0.404–0.884),2000,0.21215505761760758,34,0.4853353202342987,0.6764705882352942,0.6377777777777778,0.5555555555555556,0.72,0.47619047619047616,0.25438908135728766,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.6383241415023804,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,radimagenet_resnet10t|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6622222222222222,0.43395762706273544,0.8904868173817091,0.662 (0.434–0.890),0.42529768645132543,0.8991467579931189,0.662 (0.425–0.899),0.62,0.725,0.4311111111111111,0.8666666666666667,0.662 (0.431–0.867),2000,0.20580344576379195,34,0.5150813087821007,0.7647058823529411,0.6622222222222223,0.4444444444444444,0.88,0.5,0.35399791082727655,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.4977109730243683,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet50__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6577777777777778,0.4215091210786379,0.8940464344769177,0.658 (0.422–0.894),0.412316099035568,0.9032394565199876,0.658 (0.412–0.903),0.615,0.72,0.4177777777777778,0.8755555555555555,0.658 (0.418–0.876),2000,0.2622440456152572,34,0.9660374706366722,0.7647058823529411,0.6266666666666667,0.3333333333333333,0.92,0.42857142857142855,0.3155728234442119,0.2533333333333334,development pooled OOF Youden threshold applied unchanged to holdout,0.45910645226105773,0.6176470588235294,0.5977777777777777,0.5555555555555556,0.64,0.43478260869565216,0.17530019603571106,0.19555555555555548,full-development in-sample Youden threshold applied to holdout,25.0,0.7870232097440716,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_inceptionv3__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6533333333333333,0.3736882871980166,0.93297837946865,0.653 (0.374–0.933),0.3614985890426362,0.9451680776240304,0.653 (0.361–0.945),0.61,0.7350000000000001,0.38222222222222224,0.8888888888888888,0.653 (0.382–0.889),2000,0.34943176127232506,34,0.0012584838326774323,0.47058823529411764,0.5688888888888889,0.7777777777777778,0.36,0.4375,0.12993022011546584,0.13777777777777778,development pooled OOF Youden threshold applied unchanged to holdout,0.7416116869993572,0.6176470588235294,0.6333333333333333,0.6666666666666666,0.6,0.48,0.23570226039551584,0.2666666666666666,full-development in-sample Youden threshold applied to holdout,25.0,0.8955347559439356,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_resnet50|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6533333333333333,0.3986962762110173,0.9079703904556493,0.653 (0.399–0.908),0.3880772911381171,0.9185893755285495,0.653 (0.388–0.919),0.61,0.73,0.4088888888888889,0.8755555555555554,0.653 (0.409–0.876),2000,0.20683079326747567,34,0.5406567603349686,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.5981584191322327,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_inceptionv3__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6444444444444444,0.3664436163480859,0.9224452725408028,0.644 (0.366–0.922),0.3544773062800854,0.9344115826088033,0.644 (0.354–0.934),0.6000000000000001,0.7250000000000001,0.3733333333333333,0.8755555555555554,0.644 (0.373–0.876),2000,0.23976951211411007,34,0.39705725375933587,0.5882352941176471,0.6133333333333333,0.6666666666666666,0.56,0.46153846153846156,0.2,0.22666666666666657,development pooled OOF Youden threshold applied unchanged to holdout,0.4396560551639482,0.6470588235294118,0.6533333333333333,0.6666666666666666,0.64,0.5,0.2724804837691825,0.30666666666666664,full-development in-sample Youden threshold applied to holdout,25.0,0.7423899859406868,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_inceptionv3__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6311111111111111,0.40327630177732776,0.8589459204448944,0.631 (0.403–0.859),0.3950240145237878,0.8671982076984344,0.631 (0.395–0.867),0.585,0.6849999999999999,0.39111111111111113,0.844555555555555,0.631 (0.391–0.845),2000,0.25648393039092077,34,0.6134280898225858,0.6764705882352942,0.5311111111111111,0.2222222222222222,0.84,0.26666666666666666,0.07200822998230956,0.06222222222222218,development pooled OOF Youden threshold applied unchanged to holdout,0.5112704506070438,0.4411764705882353,0.4777777777777778,0.5555555555555556,0.4,0.3448275862068966,-0.03984095364447979,-0.0444444444444444,full-development in-sample Youden threshold applied to holdout,25.0,0.5845341412188533,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet10t__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6177777777777778,0.34968891297030336,0.8858666425852524,0.618 (0.350–0.886),0.3383267484197186,0.897228807135837,0.618 (0.338–0.897),0.57,0.695,0.3466666666666667,0.8533333333333333,0.618 (0.347–0.853),2000,0.39521674912818916,34,0.0001786281371529052,0.29411764705882354,0.4488888888888889,0.7777777777777778,0.12,0.3684210526315789,-0.1273364024424013,-0.10222222222222221,development pooled OOF Youden threshold applied unchanged to holdout,0.9097088691018542,0.6764705882352942,0.6377777777777778,0.5555555555555556,0.72,0.47619047619047616,0.25438908135728766,0.27555555555555555,full-development in-sample Youden threshold applied to holdout,25.0,0.9804277485552626,0.7058823529411765,0.6222222222222222,0.4444444444444444,0.8,0.4444444444444444,0.24444444444444444,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,radimagenet_resnet50__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6133333333333333,0.355108359598329,0.8715583070683376,0.613 (0.355–0.872),0.34464475694947166,0.8820219097171949,0.613 (0.345–0.882),0.565,0.67,0.36444444444444446,0.8488888888888889,0.613 (0.364–0.849),2000,0.23043270893344706,34,0.6349007331798576,0.7352941176470589,0.5711111111111111,0.2222222222222222,0.92,0.3076923076923077,0.19474579822405907,0.14222222222222225,development pooled OOF Youden threshold applied unchanged to holdout,0.5073868122195686,0.6176470588235294,0.5977777777777777,0.5555555555555556,0.64,0.43478260869565216,0.17530019603571106,0.19555555555555548,full-development in-sample Youden threshold applied to holdout,25.0,0.5868035526473329,0.7647058823529411,0.6977777777777778,0.5555555555555556,0.84,0.5555555555555556,0.39555555555555555,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_densenet121|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6044444444444445,0.3607712560150012,0.8481176328738875,0.604 (0.361–0.848),0.3514332013974105,0.8574556874914784,0.604 (0.351–0.857),0.56,0.6699999999999999,0.3732222222222224,0.8266666666666667,0.604 (0.373–0.827),2000,0.21918995046072057,34,0.5202318429946899,0.6176470588235294,0.5266666666666666,0.3333333333333333,0.72,0.3157894736842105,0.051639777949432225,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5304439067840576,0.6470588235294118,0.5466666666666666,0.3333333333333333,0.76,0.3333333333333333,0.09333333333333334,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
