part,model,optimization,opt_arm_id,opt_is_reference,opt_input_size,opt_n_slices,opt_augmentation,tumor_context_mode,roi_only_background_value,AUC,DeLong_CI_lower,DeLong_CI_upper,AUC_with_DeLong_95CI,Jackknife_CI_lower,Jackknife_CI_upper,AUC_with_Jackknife_95CI,Jackknife_min_AUC,Jackknife_max_AUC,Bootstrap_CI_lower,Bootstrap_CI_upper,AUC_with_Bootstrap_95CI,Bootstrap_repeats,Brier_score,n_test_patients,OOF_threshold,OOF_accuracy,OOF_balanced_accuracy,OOF_sensitivity,OOF_specificity,OOF_F1_score,OOF_MCC,OOF_YOUDEN,OOF_threshold_source,INSAMPLE_threshold,INSAMPLE_accuracy,INSAMPLE_balanced_accuracy,INSAMPLE_sensitivity,INSAMPLE_specificity,INSAMPLE_F1_score,INSAMPLE_MCC,INSAMPLE_YOUDEN,INSAMPLE_threshold_source,toprisk_percent,toprisk_threshold,toprisk_accuracy,toprisk_balanced_accuracy,toprisk_sensitivity,toprisk_specificity,toprisk_F1_score,toprisk_MCC,toprisk_threshold_source,DeLong_CI_method,Jackknife_CI_method,Bootstrap_CI_method
1_cnn_end2end,imagenet_resnet50|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6726726726726726,0.4529785779810348,0.8923667673643104,0.673 (0.453–0.892),0.4434205973093969,0.9019247480359482,0.673 (0.443–0.902),0.6317567567567568,0.7297297297297297,0.4503753753753755,0.8708708708708708,0.673 (0.450–0.871),2000,0.25167882552612353,46,0.48557987809181213,0.5217391304347826,0.5345345345345345,0.5555555555555556,0.5135135135135135,0.3125,0.05479966243511909,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.648790717124939,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_resnet18|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.6606606606606606,0.42424655326728195,0.8970747680540396,0.661 (0.424–0.897),0.41375389206888064,0.9075674292524407,0.661 (0.414–0.908),0.6182432432432432,0.706081081081081,0.42342342342342343,0.8768768768768769,0.661 (0.423–0.877),2000,0.15169898401301762,46,0.47088637948036194,0.782608695652174,0.6966966966966968,0.5555555555555556,0.8378378378378378,0.5,0.365863272078428,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.45780912041664124,0.7608695652173914,0.6831831831831832,0.5555555555555556,0.8108108108108109,0.47619047619047616,0.3309844818081144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet18__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6576576576576576,0.44067184499313583,0.8746434703221796,0.658 (0.441–0.875),0.43146309344716455,0.8838522218681506,0.658 (0.431–0.884),0.6148648648648649,0.7094594594594594,0.4324324324324324,0.8618618618618619,0.658 (0.432–0.862),2000,0.24295751817167374,46,0.4728903285382152,0.5434782608695652,0.5480480480480481,0.5555555555555556,0.5405405405405406,0.3225806451612903,0.07631517427095233,0.09609609609609615,development pooled OOF Youden threshold applied unchanged to holdout,0.5911558681827171,0.6739130434782609,0.587087087087087,0.4444444444444444,0.7297297297297297,0.34782608695652173,0.1501643601169567,0.17417417417417402,full-development in-sample Youden threshold applied to holdout,25.0,0.6353813101248427,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_densenet121__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6486486486486486,0.4059936260685052,0.8913036712287922,0.649 (0.406–0.891),0.3950267942128112,0.902270503084486,0.649 (0.395–0.902),0.6047297297297298,0.7094594594594594,0.4024024024024024,0.8769519519519514,0.649 (0.402–0.877),2000,0.24339255890418784,46,0.12696731446520537,0.32608695652173914,0.496996996996997,0.7777777777777778,0.21621621621621623,0.3111111111111111,-0.005776391610111515,-0.006006006006005982,development pooled OOF Youden threshold applied unchanged to holdout,0.6555780825605366,0.7391304347826086,0.6696696696696697,0.5555555555555556,0.7837837837837838,0.45454545454545453,0.29897004763535995,0.33933933933933935,full-development in-sample Youden threshold applied to holdout,25.0,0.6975724413526073,0.7608695652173914,0.6831831831831832,0.5555555555555556,0.8108108108108109,0.47619047619047616,0.3309844818081144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,radimagenet_resnet10t|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6456456456456456,0.4148210809316205,0.876470210359671,0.646 (0.415–0.876),0.4045859694054136,0.8867053218858777,0.646 (0.405–0.887),0.6013513513513513,0.7060810810810811,0.41133633633633643,0.8649399399399395,0.646 (0.411–0.865),2000,0.20122610237404498,46,0.5856616646051407,0.7608695652173914,0.5990990990990991,0.3333333333333333,0.8648648648648649,0.35294117647058826,0.2074364287612964,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.5094773173332214,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_inceptionv3__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6456456456456456,0.4343966910495637,0.8568946002417278,0.646 (0.434–0.857),0.4257620909273502,0.8655292003639411,0.646 (0.426–0.866),0.6013513513513513,0.706081081081081,0.43536036036036047,0.8438438438438438,0.646 (0.435–0.844),2000,0.29924480927344566,46,0.5803235513018825,0.5652173913043478,0.5615615615615616,0.5555555555555556,0.5675675675675675,0.3333333333333333,0.09805778712233727,0.12312312312312312,development pooled OOF Youden threshold applied unchanged to holdout,0.5113562829818674,0.5652173913043478,0.6036036036036037,0.6666666666666666,0.5405405405405406,0.375,0.1643989873053573,0.2072072072072073,full-development in-sample Youden threshold applied to holdout,25.0,0.7413283118513165,0.6739130434782609,0.545045045045045,0.3333333333333333,0.7567567567567568,0.2857142857142857,0.0813896266741265,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_resnet18|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.6426426426426426,0.39156019666723635,0.893725088618049,0.643 (0.392–0.894),0.38000144994624085,0.9052838353390443,0.643 (0.380–0.905),0.597972972972973,0.706081081081081,0.39039039039039036,0.8738738738738737,0.643 (0.390–0.874),2000,0.22157958854587556,46,0.5924998223781586,0.7608695652173914,0.6831831831831832,0.5555555555555556,0.8108108108108109,0.47619047619047616,0.3309844818081144,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.6201377511024475,0.7608695652173914,0.6831831831831832,0.5555555555555556,0.8108108108108109,0.47619047619047616,0.3309844818081144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_densenet121__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.6336336336336336,0.3830979225944119,0.8841693446728555,0.634 (0.383–0.884),0.37165464265679443,0.8956126246104728,0.634 (0.372–0.896),0.5878378378378379,0.6993243243243243,0.3873123123123124,0.8618618618618618,0.634 (0.387–0.862),2000,0.20336890722454795,46,0.46381050357281317,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,0.2282282282282282,development pooled OOF Youden threshold applied unchanged to holdout,0.5750121572196067,0.717391304347826,0.5720720720720721,0.3333333333333333,0.8108108108108109,0.3157894736842105,0.13863339864267635,0.14414414414414423,full-development in-sample Youden threshold applied to holdout,25.0,0.520723552922679,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,radimagenet_resnet18|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.5945945945945946,0.3354105185064425,0.8537786706827468,0.595 (0.335–0.854),0.3234688571502318,0.8657203320389575,0.595 (0.323–0.866),0.5472972972972973,0.6689189189189189,0.34234234234234234,0.8289039039039033,0.595 (0.342–0.829),2000,0.21929608875985931,46,0.5075050666928291,0.6956521739130435,0.6006006006006006,0.4444444444444444,0.7567567567567568,0.36363636363636365,0.17726542647406296,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.5290659070014954,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
1_cnn_end2end,imagenet_densenet121|frozen|thrfull,False,,False,224,1,FLIPS,MIN_BBOX,,0.5915915915915915,0.32769250053478305,0.8554906826484001,0.592 (0.328–0.855),0.31545453478677893,0.867728648396404,0.592 (0.315–0.868),0.5405405405405406,0.6621621621621622,0.3333333333333333,0.8439189189189186,0.592 (0.333–0.844),2000,0.2518258680678204,46,0.5991741791367531,0.6956521739130435,0.6006006006006006,0.4444444444444444,0.7567567567567568,0.36363636363636365,0.17726542647406296,,development pooled OOF Youden threshold applied unchanged to holdout,,,,,,,,,,25.0,0.6170133352279663,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,imagenet_densenet121|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.5645645645645645,0.3388109068341884,0.7903182222949408,0.565 (0.339–0.790),0.3293891643493664,0.7997399647797626,0.565 (0.329–0.800),0.5101351351351351,0.6182432432432432,0.3452702702702704,0.7748498498498494,0.565 (0.345–0.775),2000,0.22176668340685038,46,0.48460653424263,0.6304347826086957,0.5180180180180181,0.3333333333333333,0.7027027027027027,0.2608695652173913,0.031068488300060003,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5097140073776245,0.6739130434782609,0.545045045045045,0.3333333333333333,0.7567567567567568,0.2857142857142857,0.0813896266741265,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet18__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5465465465465466,0.2853413275502387,0.8077517655428541,0.547 (0.285–0.808),0.2733584520539524,0.8197346410391406,0.547 (0.273–0.820),0.4898648648648648,0.6114864864864865,0.29421921921921934,0.7898648648648645,0.547 (0.294–0.790),2000,0.31816766177726147,46,0.3899795721462743,0.5869565217391305,0.5330330330330331,0.4444444444444444,0.6216216216216216,0.2962962962962963,0.05370136140890239,0.06606606606606613,development pooled OOF Youden threshold applied unchanged to holdout,0.36689894110235877,0.5869565217391305,0.5330330330330331,0.4444444444444444,0.6216216216216216,0.2962962962962963,0.05370136140890239,0.06606606606606613,full-development in-sample Youden threshold applied to holdout,25.0,0.8550528013995276,0.717391304347826,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.38095238095238093,0.20618705424112047,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet50__gray3__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5435435435435435,0.3316328389556934,0.7554542481313938,0.544 (0.332–0.755),0.32391335088638207,0.7631737362007049,0.544 (0.324–0.763),0.5033783783783784,0.6047297297297297,0.34234234234234234,0.7477477477477478,0.544 (0.342–0.748),2000,0.26636243517763863,46,0.5159667839116049,0.6086956521739131,0.6306306306306306,0.6666666666666666,0.5945945945945946,0.4,0.2080738409669108,0.26126126126126126,development pooled OOF Youden threshold applied unchanged to holdout,0.5035847555689219,0.6304347826086957,0.6861861861861862,0.7777777777777778,0.5945945945945946,0.45161290322580644,0.29572130029994026,0.3723723723723724,full-development in-sample Youden threshold applied to holdout,25.0,0.589748858858152,0.5869565217391305,0.4069069069069069,0.1111111111111111,0.7027027027027027,0.09523809523809523,-0.16820522845986144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
4_cnn_finetuned,radimagenet_resnet18|finetune_improved|thrfull,False,,False,224,1,BASIC,MIN_BBOX,,0.5375375375375375,0.265359647196945,0.80971542787813,0.538 (0.265–0.810),0.2526279180883858,0.8224471569866892,0.538 (0.253–0.822),0.4797297297297297,0.6047297297297297,0.27019519519519525,0.7928678678678676,0.538 (0.270–0.793),2000,0.2512955828818161,46,0.5428756177425385,0.6956521739130435,0.6006006006006006,0.4444444444444444,0.7567567567567568,0.36363636363636365,0.17726542647406296,,median repeat-wise development fine-tuned outer-OOF Youden threshold matched to final refit model family applied unchanged to holdout,,,,,,,,,,25.0,0.5523672699928284,0.6739130434782609,0.545045045045045,0.3333333333333333,0.7567567567567568,0.2857142857142857,0.0813896266741265,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,imagenet_resnet50__gray3__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.5135135135135136,0.31973918542066065,0.7072878416063666,0.514 (0.320–0.707),0.31346096522408934,0.7135660618029378,0.514 (0.313–0.714),0.47297297297297297,0.5675675675675675,0.3363363363363363,0.6966966966966966,0.514 (0.336–0.697),2000,0.3721378380722085,46,0.7501311955162169,0.6086956521739131,0.5045045045045045,0.3333333333333333,0.6756756756756757,0.25,0.007623820483707631,0.009009009009008917,development pooled OOF Youden threshold applied unchanged to holdout,0.38619743227650616,0.5434782608695652,0.506006006006006,0.4444444444444444,0.5675675675675675,0.27586206896551724,0.009612496678807873,0.012012012012011963,full-development in-sample Youden threshold applied to holdout,25.0,0.925877148868193,0.5869565217391305,0.4069069069069069,0.1111111111111111,0.7027027027027027,0.09523809523809523,-0.16820522845986144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,choi_idh__keep__label_thrfull__efficient_ML|LOGREG,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.4384384384384384,0.20506407329000562,0.6718128035868712,0.438 (0.205–0.672),0.19505485970833716,0.6818220171685396,0.438 (0.195–0.682),0.3682432432432432,0.48986486486486486,0.2222222222222222,0.6667417417417413,0.438 (0.222–0.667),2000,0.2571429156186674,46,0.36676530587005596,0.2608695652173913,0.4564564564564565,0.7777777777777778,0.13513513513513514,0.2916666666666667,-0.09618216701140211,-0.08708708708708701,development pooled OOF Youden threshold applied unchanged to holdout,0.4130502021074377,0.30434782608695654,0.44144144144144143,0.6666666666666666,0.21621621621621623,0.2727272727272727,-0.10892112680197476,-0.11711711711711714,full-development in-sample Youden threshold applied to holdout,25.0,0.5616179313577403,0.6304347826086957,0.47597597597597596,0.2222222222222222,0.7297297297297297,0.19047619047619047,-0.043407800892867464,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
3_efficient_ml,choi_idh__keep__label_thrfull__efficient_ML|NAIVE_BAYES,False,,False,224,1,NOT_APPLICABLE,MIN_BBOX,,0.3993993993993994,0.17871325543145042,0.6200855433673484,0.399 (0.179–0.620),0.16965333687893525,0.6291454619198635,0.399 (0.170–0.629),0.32770270270270263,0.44594594594594594,0.2041291291291292,0.6186936936936933,0.399 (0.204–0.619),2000,0.4804740352389483,46,3.634503139365866e-05,0.2608695652173913,0.4564564564564565,0.7777777777777778,0.13513513513513514,0.2916666666666667,-0.09618216701140211,-0.08708708708708701,development pooled OOF Youden threshold applied unchanged to holdout,0.9301934758202332,0.5652173913043478,0.43543543543543545,0.2222222222222222,0.6486486486486487,0.16666666666666666,-0.10927476026647605,-0.1291291291291291,full-development in-sample Youden threshold applied to holdout,25.0,0.9561557517219421,0.5869565217391305,0.4069069069069069,0.1111111111111111,0.7027027027027027,0.09523809523809523,-0.16820522845986144,top 25% risk scores in evaluated set,single-model DeLong variance; normal 95% CI,delete-one patient jackknife; normal 95% CI,stratified patient-level nonparametric bootstrap; percentile 95% CI
